AlgaeBloomReportID,RegionalBoardID,CountyID,Latitude,Longitude,ObservationDate,HasPostedSigns,HasContactWithWater,WaterBodyType,WaterBodyName,WaterBodyManager,RecLandManager,IsIncidentResoloved,IncidentInformation,TypeofSign,OfficialWaterBodyName,BloomLastVerifiedOn,BloomDeterminedBy,ApprovedforPost,TypeofSign_new,days_ago_label
1656,5,28,38.51059,-122.20283,2017-08-23,No,No,Lake,Lake Berryessa Steele Canyon Recreational Area,"USBR, Solano County Water Agency","USBR, TBD",No,"08/29/17: Staff sampled five locations on 08/23/17 across Lake Berryessa in response to a reported dog death that occurred in mid-July at the Oak Shores/Spanish Flat Rec Area, and in preparation for Labor Day weekend. Did not see any obvious signs of a bloom; toxin test results detected cylindrospermopsin at 0.49 ug/L, which is below Caution advisory level.",none,Lake Berryessa Steele Canyon Recreation Area,2017-08-23,Analytical,TRUE,Historical,>90 days
1657,5,28,38.52267,-122.21502,2017-08-23,No,Yes,Lake,Lake Berryessa Spanish Flat Recreational Area,"USBR, Solano County Water Agency","USBR, TBD",No,"08/29/17: Staff sampled five locations on 08/23/17 across Lake Berryessa in response to a reported dog death that occurred in mid-July at the Oak Shores/Spanish Flat Rec Area, and in preparation for Labor Day weekend. Did not see any obvious signs of a bloom; toxin test results detected cylindrospermopsin at 0.47 ug/L, which is below Caution advisory level.",none,Lake Berryessa Spanish Flat Recreation Area,2017-08-23,Analytical,TRUE,Historical,>90 days
1658,5,28,38.56617,-122.23523,2017-08-23,Yes,Yes,Lake,Lake Berryessa Oak Shores Day Use Area Coyote Swim Beach,"USBR, Solano County Water Agency","USBR, TBD",No,"UPDATE 8/31/2018: Samples collected Oak Shores area indicate low levels of anatoxin-a and cylindrospermopsin. Caution signs recommended to post. 08/29/17: Staff sampled five locations on 08/23/17 across Lake Berryessa in response to a reported dog death that occurred in mid-July at Oak Shores/Spanish Flat Rec Areas, and in preparation for Labor Day weekend. Did not see any obvious signs of a bloom; did observe floating algal mat along shoreline in swim areas; toxin test results detected anatoxin-a at 0.36 ug/L, which is at the Caution level. This caution level is mainly for pets and small children who have a tendency to swallow more water than adults and pets tend to eat the algae and lick the mats and water from their fur.  Toxin tests also detected cylindrospermopsin at 0.51 ug/L, which is below Caution advisory level. Caution signs are being posted at the site (mainly for protection of pets and small children).",caution,Lake Berryessa Oak Shores Day Use Area Coyote Swim Beach,2018-08-31,Analytical,TRUE,Historical,>90 days
1659,5,28,38.62389,-122.28777,2017-08-23,No,No,Lake,Lake Berryessa Putah Canyon Campground and Recreation Area,"USBR, Solano County Water Agency","USBR, TBD",No,"08/29/17: Staff sampled five locations on 08/23/17 across Lake Berryessa in response to a reported dog death that occurred in mid-July at Oak Shores/Spanish Flat Rec Areas, and in preparation for Labor Day weekend. Did not see any obvious signs of a bloom;  toxin test results detected cylindrospermopsin at 0.51 ug/L, which is below Caution advisory level.",none,Lake Berryessa Putah Canyon Recreation Area,2017-08-23,Analytical,TRUE,Historical,>90 days
1660,1,12,40.217622,-123.81614,2017-08-28,Yes,Yes,river,"Eel River, Near Miranda, South of Maple Hills Rd. Bridge.",NA,NA,No,"09/18/17 Analytical results from water samples confirm detection of anatoxin-a at 0.54 ug/L. This low level detection is consistent with recommendations for posting at CAUTION. Humboldt County Envir. Health has already posted the area with CAUTUION Tier 1 signs. 08/29/17 Cyanobacteria identified by visual observation. Caution signs posted by County Health Dept.For information on conditions occurring within Humboldt County, contact the Division of Environmental Health at707-445-6215 or 800-963-9241. Photos of suspected blooms can be emailed to envhealth@co.humboldt.ca.us.",caution,"Eel River, Near Miranda, South of Maple Hills Rd. Bridg",2017-09-14,Observation and test,TRUE,Historical,>90 days
1661,2,21,38.0895,-122.5595,2017-07-27,Yes,No,Pond,"Scottsdale Pond, Vintage Oaks Shopping Center",City of Novato,City of Novato,Yes,"Bloom resolved in October. Oct. 5, 2017: Algal toxin (microcystin) decreased to  between 0.2 to 0.3 ug/L and signs changed to caution. July 27, 2017: Algal toxin (microcystin) detected at levels between 2 to 8 ug/L; Warning sign posted. Similar situations occur every few years at Scottsdale Pondtypically during periods of drought or particularly warm summers.",none,"Scottsdale Pond (btwn Hwy 101, Redwood and Rowland Blvds)",2017-10-05,Analytical Test and Observation,TRUE,Historical,>90 days
1662,9,37,33.16979,-117.28576,2017-08-30,No,No,Lake,Lake Calavera near the dam,City of Carlsbad,City of Carlsbad,No,"UPDATE 9/29/2017: Lab results from 9/6/2017 indicated non-detects for three of the four toxins analyzed: anatoxin-a, cylindrospermopsin and saxitoxin. Low levels of microcystin (0.15 micrograms/liter) were detected, but below the advisory action levels. Green algal bloom observed on 8/30/2017. Water Board staff collected samples on 8/31/2017 and sent to lab for analysis. Lab results pending. Will update once results are available. Please practice caution until results are posted. Dog owners should keep dogs on leash and avoid contact with water as a precaution.",NA,Lake Calavera,2017-08-31,Observation,TRUE,Historical,>90 days
1663,3,44,36.95101,-121.76811,2017-08-24,Yes,No,Lake,Pinto Lake at boat doc/launch ramp,City of Watsonville,City of Watsonville,Yes,"There isn't an active HAB; however, the recreational area is posted with a Warning Sign, year-round. As of 8/24/2017, water color was clear and clarity was good up to 3 feet. Slightly visible, small colonies of suspended Microcystis Sp. in the water column.",NA,Pinto Lake,2017-08-24,Analytical,TRUE,Historical,>90 days
1664,1,47,41.973486,-122.29949,2017-08-27,Yes,No,Lake,Copco Reservior at Mallard Cove,PacifiCorp,NA,No,In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.,NA,Copco Reservoir at Mallard Cove,NA,NA,TRUE,Historical,>90 days
1665,1,47,41.962236,-122.44046,2017-08-27,Yes,No,lake,Iron Gate Reservoir at Jay Williams Boat Ramp,PacifiCorp,NA,No,In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.,NA,Iron Gate Reservoir at Jay Williams Boat Ramp,NA,NA,TRUE,Historical,>90 days
1666,1,47,41.9309941,-122.44206,2017-08-27,Yes,No,river,Klamath River below Iron Gate Dam,PacifiCorp,NA,No,In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.,NA,Klamath River below Iron Gate Dam,NA,NA,TRUE,Historical,>90 days
1667,5,57,38.726623,-121.7299,2017-08-31,No,No,Creek,Cache Creek,"Army Corps, DWR, Yolo County Flood Control and Water Conservation District",Private property,No,09/01/2017: Bright green scum observed on 08/31/2017 from Road 102 crossing. This area has no public recreational or beach areas and sampling will not be conducted.,none,Cache Creek at Road 102  (upstream of Cache Creek Settling Basin),2017-08-31,Observation,TRUE,Historical,>90 days
1668,1,12,41.165561,-124.12906,2018-07-12,Yes,No,Lagoon,Big Lagoon,Humboldt County Parks,NA,No,"UPDATE 8/31/2018: Big Lagoon, Campground, analytical result of 13.1 ug/L microcystin/nodularin. Big Lagoon, North Park, analytical result of 14.0 ug/L microcystin/nodularin and 0.051 ug/L cylindrospermopsin. Warning signs posted. Big Lagoon, Campground, analytical result of 0.23 ug/l from the sample collected on July 12, 2018 exceeds the caution trigger of detection for anatoxin-a. All of Big Lagoon has been posted at the CAUTION level in accordance with statewide guidance.",caution,Big Lagoon - Campground,2018-08-21,test,TRUE,Historical,>90 days
1669,5,11,39.7543,-122.32942,2017-09-03,No,Yes,Stock Pond,Stock Pond west of Orland,Private Property,Private Property,No,"09/05/2017: Vet contacted State Water Board concerning dead cattle livestock, and one very ill cattle at a stock pond on private property west of Orland.  Stock pond receives runoff water only. Vet took water samples for testing. If sick cow dies then animal will be sent for testing of cyanotoxins.",none (private property),Stock Pond West of Orland (Private Property),2017-09-05,Observation,TRUE,Historical,>90 days
1670,4,19,33.815918,-118.08533,2017-09-06,No,Yes,Ponds,"Lakes in Area 2, El Dorado East Regional Park, Long Beach",City of Long Beach,City of Long Beach,Yes,"UPDATE: For two consecutive weeks of sampling, lab results indicate toxins levels are below threshold. Signs have been removed.",none,"Lakes in Area 2, El Dorado East Regional Park, Long Beach",2017-09-06,No bloom observed,TRUE,Historical,>90 days
1680,9,37,32.859843,-116.91907,2017-09-08,No,No,Lake,Lindo Lake,NA,NA,No,Regional Water Board staff observed dense cyanobacteria bloom along central northern shore. Presence of potential toxin producing cyanobacteria was confirmed. Staff are coordinating with the water manager to conduct further water sampling and recommend posting 'Caution' level advisory signs near the recreational area.,caution - recommended,Lindo Lake,2017-09-08,"Observation, Analytical",TRUE,Historical,>90 days
1683,2,7,38.022874,-122.09851,2017-09-12,No,No,Managed restored tidal wetland,McNabney Marsh,Mountain View Sanitary District,Mountain View Sanitary District,Yes,10/9/2017: Algae harvested this week; toxin in water sample collected from prior to harvest was below threshold.9/12/2017: New bloom reported in McNabney Marsh; Agencies are working together to resolve the bloom; Website describes challenges including algal blooms http://www.mvsd.org/wetlands/mcnabney-marsh/,none,McNabney Marsh,2017-09-12,Observation,TRUE,Historical,>90 days
1686,1,47,41.837411,-122.8648,2018-08-31,Yes,No,river,Klamath River at Walker Bridge,NA,NA,No,In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.,NA,Klamath River at Walker Bridge,NA,NA,TRUE,Historical,>90 days
1688,5,17,39.0250735,-122.65978,2017-09-11,Yes,No,dregded channels in lake,Clear Lake at the Clearlake Keys (Keys Blvd and Hwy 20),Private Property (HOA),Private Property (HOA),Yes,"UPDATE 10/25/17: The Elem Indian Colony and the Big Valley Band of Pomo Indians conducted water quality monitoring at 20 locations around the lake on 10/17/17. Clearlake Keys had microcystin at 0.48 ppb, which is below Caution level. All other stations had lab results below the Caution advisory level of 0.8 ppb.  No advisories are recommended.UPDATE 09/25/17: The Elem Indian Colony and the Big Valley Band of Pomo Indians conducted water quality monitoring at 20 locations around the lake on 09/25/17. Clearlake Keys had microcystin at 4.0 ppb all other stations had lab results below the Caution advisory level of 0.8 ppb.  Warning advisory recommended to remain in place at Clearlake Keys until second sample shown to be below Warning levels.09/21/17: Elem Indian Colony collected water sample in the back dead-end channel near Keys Blvd and Hwy 20.  Lab result found cyanotoxin, microcystin, at 7.83 ug/L, which is above the WARNING advisory level of 6 ug/L.  Clearlake Keys is private property so tribe is working with homeowners for notification. Contact Lake County Water Resources Dept at (707) 263-2344 for more information.",none,Clear Lake at Clearlake Keys near Keys Blvd and Hwy 20,2017-10-17,Analytical,TRUE,Historical,>90 days
1689,6,18,40.495513,-121.17399,2017-09-08,No,Yes,Lake,Rim Rock Lake,US Forest Service,US Forest Service,No,"UPDATE 9/28/2017: Lab results indicate all non-detects for all toxins. Low amounts of cyanobacteria present. Species present include: Microcystis sp., Gloeocapsopsis sp., Cylindrospermum sp. and Syctonematopsis sp. Based on lab results, none of these species are producing toxins. On 9/8/2017, a suspected algal bloom was reported to US Forest Service. Samples were collected on 9/19/17. Results are pending. The small, high altitude lake appeared to have a lakewide cyanobacteria algal bloom with bright green coloration throughout.",NA,Rim Rock Lake,2017-09-19,Observation,TRUE,Historical,>90 days
1690,2,1,37.896029,-122.25034,2017-09-18,Yes,Yes,Lake,Lake Anza,East Bay Regional Park District,East Bay Regional Park District,Yes,"Swimming closed for season (until April 2018).UPDATE 12/18/2017: Bloom incident resolved, and signs removed.UPDATE 12/8/2017: Cyanobacteria no longer visible in Lake Anza (or in Jewel Lake or downstream). Last week, Anatoxin-a 1.0 ppb and Microcystin non-detect in Lake Anza. Caution advisory remains in place and EBRPD monitoring weekly.New bloom observed 9/18/2017.",none 12/18/2017,Lake Anza,2017-11-29,Observation and Analytical Test,TRUE,Historical,>90 days
1693,5,39,37.87095,-121.53002,2017-10-18,No,Yes,Canal,"Sacramento-San Joaquin Delta, Victoria Canal",TBD,TBD,No,"10/23/2017: DWR field staff noticed loose widely scattered colonies of microcytis in Victoria Canal near Union Point while conducting field monitoring for the Temporary Barriers Program. Cyanobacteria density is low and not in bloom conditions.  No sampling will be conducted unless conditions worsen.  Staff will notify Division of Drinking Water, SJ Environmental Health, Contra Costa Water District and Delta Water Master of observations.",none required,Victoria Canal near Union Point,2017-10-18,Observation,TRUE,Historical,>90 days
1695,2,41,37.534254,-122.26661,2017-10-27,No,No,Slough,"Marina Lagoon in O'Neill Slough, San Mateo",San Mateo County Mosquito and Vector Control District,San Mateo County Mosquito and Vector Control District,Yes,11/13/2017: Bloom incident closed due to no evidence of toxicity. 10/27/2017: Algae mats visible on mud surface near shoreline. No evidence of toxicity. Bloom incident being investigated.,none - incident closed,"O'Neill Slough, San Mateo",2017-10-27,Observation,TRUE,Historical,>90 days
1696,5,15,35.635243,-118.48653,2017-10-30,No,No,River,"Lower Kern River, Keyesville Recreation Area",Numerous -,"USBR, USFWS, State Parks",Yes,"11/21/17: On Nov 08, 2017, a staff member from the USBR  reported dead fish along lower Kern River in Keyeseville Recreation Area.  No obvious signs of pollution or spill. Cause of fish kill unknown.  Reported fish kill to CA Dept Fish and Wildlife's Wildlife Investigation Unit, and Kern County Environmental Health staff.  Kern County staff visited the area and found numerous dead fish entrapped in an impoundment of rocks with shallow water.  No unusual algae growth or other obvious signs causing kill. Kern County staff think water levels receeded and caught fish in shallow impounded water where they died.",none,"Lower Kern River, Keyesville Recreation Area",2017-11-09,Observation,TRUE,Historical,>90 days
1697,5,15,35.6706722,-118.39326,2017-11-08,No,No,Lake/Reservoir,Lake Isabella at Robinson Bay,"USACOE, Kern Water District, Kern Water Master, USBR","BLM, USFS",Yes,"11/08/2017 Kern County Environmental Health staff sampled at Robinson Bay in Lake Isabella to follow-up on cyano conditions. Staff observations noted that lake appearance looked clear, no signs of fish kills, but lake shores receded about 1 mile from previous sampling.  Lab test result on water sample detected microcystin at 0.26 ug/L, which is below the Caution level of 0.8 ug/L.  No advisory is posted.  Contact Kern County Env. Health for more information at (661) 862-8728.",none,Lake Isabella at Robinson Bay,2017-11-08,Analytical Test,TRUE,Historical,>90 days
1699,2,1,37.896029,-122.25034,2018-01-02,Yes,No,Lake,Lake Anza,East Bay Regional Park District,East Bay Regional Park District,Yes,"Parks staff posts updates at: www.ebparks.org/features/Toxic_Algae_Update In September 2017, lake closed to swimming for the season. A bloom with toxicity occurred in late December 2017 and caution advisory signs were posted. The bloom resolved in early January and the advisory signs were taken down in early February 2018.",none,Lake Anza,2018-01-02,Visual,TRUE,Historical,>90 days
1700,2,1,37.846563,-122.23053,2018-01-02,Yes,No,Lake,Lake Temescal,East Bay Regional Park District,East Bay Regional Park District,Yes,Swimming closed for the season.Parks staff posts updates at: www.ebparks.org/features/Toxic_Algae_Update,none,Lake Temescal,2018-09-17,Observation,TRUE,Historical,>90 days
1702,2,1,37.573328,-122.00181,2018-01-11,Yes,Yes,Lake,Quarry Lakes,East Bay Regional Park District,East Bay Regional Park District,No,"Bloom resolved and signs removed on December 6, 2018. See: East Bay Parks updates  www.ebparks.org/activities/features/blue_green_algae_updates.htm",none,Quarry Lakes,2018-11-28,"Observation, Analytical",TRUE,Historical,>90 days
1703,2,1,37.726948,-122.11221,2018-01-10,Yes,Yes,Lake,Lake Chabot (Alameda Co),East Bay Regional Park District,East Bay Regional Park District,Yes,"UPDATE: In mid-December, cyanobacteria are visible in the lake. No toxins detected in 2018. CAUTION sign remains posted.Bloom had continued from 2016 into 2018.",caution,Lake Chabot (Alameda Co),2018-12-07,Observation,TRUE,Historical,>90 days
1704,2,28,38.201344,-122.3185,2018-01-12,Yes,No,Pond,"Huichica Pond 8, near Napa River",CA DFW,CA DFW,No,"Update 1-Nov-2018: The bloom is subsiding but can still contain toxins. Previously, DANGER sign posted due to visible bloom and thick algae mat on shoreline since June 2018.  Bloom continues from late June 2017 (two dog deaths).",danger,"Huichica Pond 8, near Napa River",2018-11-01,Observation,TRUE,Historical,>90 days
1706,2,43,37.335371,-121.80965,2018-01-10,Yes,No,Lake,Lake Cunningham,"City of San Jose, Environmental Services Department","San Jose Department of Parks, Recreation and Neighborhood Services",No,Lake closed permanently to water contact recreation in July 2018 by City of San Jose. Toxin-producing cyanobacteria species with toxin-producing genes still in high concentrations in 2018; microcystin toxin was detected every week in 2017. Continuation of bloom first detected in 2016.,closed,Lake Cunningham,2018-10-16,Analytical Test,TRUE,Historical,>90 days
1708,5,17,39.042359,-122.91287,2018-01-23,No,No,Lake,Clear Lake - Lakeport 1st Street RAMP (LPTNT),Lake County,NA,No,12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting winter cyanobacteria monitoring. Lab results for Microcystin analysis for this site:12/11/2018: 0.22 ug/L (below advisory level)11/14/2018: Non-Detect10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis for this site:10/16/2018: 0.18 ug/L (below Caution; no advisory)10/03/2018: 0.12 ug/L (below Caution; no advisory)09/18/2018: Non-Detect09/04/2018: Non-Detect08/21/2018: Non-Detect08/07/2018: Non-Detect07/17/2018: Non-Detect07/02/2018: Non-Detect06/19/2018: Non-Detect06/04/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - Non-Detect04/17/2018 - Non-Detect03/20/2018 - Non-Detect02/20/2018 - Non-Detect01/23/2018 - Non-Detect12/19/17- 0.10 ug/L (quantitation limit is 0.15 ug/L; values below quantitation limit should be considered an estimated value.),none,Clear Lake - Lakeport 1st Street Ramp (LPTNT),2018-12-11,analytical test,TRUE,Historical,>90 days
1709,5,17,39.026872,-122.88674,2018-01-23,No,No,Lake,Clear Lake - Big Valley Rancheria (The Point) BVCL6,Lake  County and Big Valley Rancheria Band of Pomo Indians,Big Valley Rancheria Band of Pomo Indians,No,"12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting winter cyanobacteria monitoring. Lab results for Microcystin analysis at this site:12/11/2018: 0.14 ug/L (below advisory level)11/14/2018: Non-Detect10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis at this site:10/16/2018: 0.15 ug/L (below Caution, no advisory)10/03/2018: 0.17 ug/L (below Caution, no advisory)09/18/2018: 0.11 ug/L (below Caution)09/04/2018: Non-Detect08/21/2018: Non-Detect08/07/2018: Non-Detect07/17/2018: Non-Detect07/02/2018: Non-Detect06/19/2018: Non-Detect06/04/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - Non-Detect04/17/2018 - Non-Detect03/20/2018 - Non-Detect02/20/2018 - Non-Detect01/23/2018 - Non-Detect12/19/2017 - Non-Detect",none,Clear Lake - Big Valley Rancheria (The Point) (BVCL6),2018-12-11,Analytical test,TRUE,Historical,>90 days
1710,5,17,39.003128,-122.79816,2018-01-23,No,No,Lake,Clear Lake - Soda Bay Cove (CLV7),Lake County,Lake County,No,12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting winter cyanobacteria monitoring. Lab results for Microcystin analysis for this site:12/11/2018: Non-Detect11/14/2018: Non-Detect10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis for this site:10/16/2018: 0.16 ug/L (below Caution; no advisory)10/03/2018: 0.18 ug/L (below Caution; no further advisory)09/18/2018: 0.14 ug/L (below advisory level but posted as Caution)09/04/2018: 0.13 ug/L (below advisory level but posted as Caution)08/21/2018: Non-Detect (Warning remains in place)08/07/2018: 13 ug/L (Warning level)07/17/2018: 0.60 ug/L (below advisory level)07/02/2018: Non-Detect06/19/2018: Non-Detect06/04/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - Non-Detect04/17/2018 - Non-Detect03/20/2018 - Non-Detect02/20/2018 - Non-Detect01/23/2018 - Non-Detect12/19/2017 - 0.10 ug/L (quantitation limit is 0.15 ug/L so values below quantitation limit should be considered an estimated value.),none,Clear Lake - Soda Bay Cove (CLV7),2018-12-11,Analytical,TRUE,Historical,>90 days
1711,5,17,39.000958,-122.75073,2018-01-23,No,No,Lake,Clear Lake - Buckingham Park (BP),Lake County,Lake County,No,12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting winter cyanobacteria monitoring. Lab results for Microcystin analysis for this site:12/11/2018: 0.10 ug/L (below advisory level)11/14/2018: Non-Detect10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis for this site:10/16/2018: 0.15 ug/L (below Caution; no advisory)10/03/2018: 0.12 ug/L (below Caution; no advisory)09/18/2018: Non-Detect (no advisory)09/04/2018: Non-Detect (no advisory)08/21/2018: 0.19 ug/L (below advisory level)08/07/2018: 0.18 ug/L (below advisory level)07/17/2018: sampled the Buckingham Park drinking water raw water intake = Non-Detect07/17/2018: 0.36 ug/L (below advisory level)07/02/2018: Non-Detect06/19/2018: Non-Detect06/04/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - Non-Detect04/17/2018 - Non-Detect03/20/2018 - Non-Detect02/20/2018 - Non-Detect01/23/2018 - 0.10 ug/L* 12/19/2017 - 0.12 ug/L**(quantitation limit is 0.15 ug/L; values below quantitation limit should be considered an estimated value.),none,Clear Lake - Buckingham Park (BP),2018-12-11,Analytical,TRUE,Historical,>90 days
1712,5,17,38.962911,-122.73113,2018-01-23,No,No,Lake,Clear Lake - Richmond Park (RP),Lake County,Lake County,Yes,10/10/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis for this site:10/03/2018: This site is no longer accessible. Not sampled.09/18/2018: Not sampled 09/04/2018: Not sampled 08/21/2018: Not sampled08/07/2018: 0.57 ug/L (below advisory but remain posted at Danger level)07/17/2018: 25 ug/L (above DANGER level)07/02/2018: 0.22 ug/L (below advisory level)06/19/2018: Non-Detect06/04/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - Non-Detect04/17/2018 - Non-Detect03/20/2018 - Non-Detect02/20/2018 - Non-Detect01/23/2018 - Non-Detect12/19/2017 - 0.13 ug/L**(quantitation limit is 0.15 ug/L; values below quantitation limit should be considered an estimated value.),none,Clear Lake - Richmond Park (RP),2018-09-11,Analytical,TRUE,Historical,>90 days
1713,5,17,38.925467,-122.61659,2018-01-23,No,No,Lake,Clear Lake - Cache Creek Shady Acres (SHADY01),Lake County,Lake County,No,12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting winter cyanobacteria monitoring. Lab results for Microcystin analysis for this site:12/11/2018: 0.26 ug/L (below advisory level)11/14/2018: Non-Detect10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis for this site:10/16/2018: 0.17 ug/L (below Caution; no advisory)10/03/2018: 0.11 ug/L (below Caution; no advisory)09/18/2018: 0.13 ug L (below Caution but Caution remain in place until non-detect)09/04/2018: 0.20 ug/L (below Caution but Caution remain in place until non-detect)08/21/2018: 0.87 ug/L (Caution level but Warning remain in place)08/07/2018: 8.7 ug/L (Warning level)07/17/2018: 0.54 ug/L (below advisory level)07/02/2018: Non-Detect (keep caution sign until 2nd measure below advisory level)06/19/2018: 1.4 ug/L microcystin (above Caution level)06/04/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - Non-Detect04/17/2018 - Non-Detect03/20/2018 - Non-Detect02/20/2018 - Non-Detect01/23/2018 - Non-Detect12/19/2017 - 0.13 ug/L**(quantitation limit is 0.15 ug/L; values below quantitation limit should be considered an estimated value.),none,Clear Lake - Cache Creek Shady Acres (SHADY01),2018-12-11,Analytical,TRUE,Historical,>90 days
1714,5,17,38.95983,-122.65027,2018-01-23,No,No,Lake,Clear Lake - Austin Park (AP01),Lake County,Lake County,No,"12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting winter cyanobacteria monitoring. Lab results for Microcystin analysis for this site:12/11/2018: 0.25 ug/L (below advisory level)11/14/2018: Non-Detect10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis for this site:10/16/2018: 0.23 ug/L (below Caution, no advisory)10/03/2018: 0.10 ug/L (below Caution; no advisory)09/18/2018: 0.12 ug/L (below Caution; sign downgraded to Caution until non-detect)09/04/2018: 0.12 ug/L (below Caution; sign downgraded to Caution until non-detect)08/21/2018: 0.30 ug/L (below Caution but Danger remains in place)08/07/2018: 230 ug/L (Danger level)07/17/2018: 0.31 ug/L (below advisory level)07/02/2018: 0.11 ug/L (below advisory level)06/19/2018: Non-Detect06/04/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - 0.12 ug/L (below caution advisory level of 0.8 ug/L)04/17/2018 - Non-Detect03/20/2018 - Non-Detect02/20/2018 - Non-Detect01/23/2018 - Non-Detect12/19/2017 - 0.17 ug/L (below caution advisory level of 0.8 ug/L)",none,Clear Lake - Austin Park (AP01),2018-12-11,Analytical,TRUE,Historical,>90 days
